Topology,NumberOfNodes,Platform,Byzantine,Power,Time,Updated,Config
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.075198,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.021139,TRUE,sum
Cluster,10,MARS,10,0.000000,9.006182,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.001384,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.068460,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.003903,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.081111,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.017821,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.082179,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.017821,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.025042,TRUE,sum
Cluster,10,MARS,10,0.000000,9.006182,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.050955,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.003903,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.051145,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.003903,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.074804,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.003903,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.062117,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.018046,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.081954,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.018046,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.028945,TRUE,sum
Cluster,10,MARS,10,0.000000,9.006182,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.046827,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.003903,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.074938,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.003903,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.058396,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.076906,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.023094,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.076906,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.023094,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.009754,TRUE,sum
Cluster,10,MARS,10,0.000000,9.006182,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.084064,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.003903,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.038496,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.003903,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.051563,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.003903,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.071522,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.003616,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.096384,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.003616,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.036751,TRUE,sum
Cluster,10,MARS,10,0.000000,9.006182,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.053451,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.003903,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.038810,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.003903,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.073401,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.083599,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.016401,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.083599,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.016401,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.024253,TRUE,sum
Cluster,10,MARS,10,0.000000,9.006182,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.069565,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.003903,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.038496,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.003903,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.066590,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.003903,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.066591,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.000213,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.099787,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
Cluster,10,MARS,10,16673000448.000000,0.100000,TRUE,sum
